DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.21-12.45.15, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.496935ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_353, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_352, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.148397ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_354, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_352, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=21.092278ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_335, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_F8B74AB54C3E723FEF7CFE8DA702B860_0__82DFA00343AB5AFB02D478864482253239F12E6E, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=26.071012ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_336, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_335, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144120ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_337, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_335, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=25.878143ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_344, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_67CEA92C4AA00D127081E5A7941CF838_0__C612FA30CD965C2E427FFD261A5F26A21F784A1D, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=11.799805ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_345, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_344, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091091ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_346, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_344, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=11.668514ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_355, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_011B803341D03C40744E3DB0998B0CC7_0__0BCB27E268D201D9974038066AE1B96CEED39990, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=3829 bytes, Retrieved=true, Duration=20.805321ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_356, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_355, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.118032ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_357, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_355, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.625278ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_347, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C3D4571D4B8DA8CB2CA0D0B68175AE1F_0__BBC3E1D7CBEBA72E0CC3752EF9C401C8461A45CD, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=3829 bytes, Retrieved=true, Duration=25.923048ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_348, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_347, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089809ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_349, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_347, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=25.788338ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_338, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_349A2F1C49CFBE2C279E2592373F6C4F_0__DFA863367943F64B15E7CD50AC5E2A73D88B601D, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=3250 bytes, Retrieved=true, Duration=9.279646ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_339, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_338, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.126157ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_340, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_338, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=9.112004ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_358, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_011B803341D03C40744E3DB0998B0CC7_0__66749441AB3B132C633B68DD1E48F60A5C934C78, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=30.371494ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_359, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_358, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144973ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_360, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_358, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=30.165363ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_341, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8FD170D64EBD8390DFFFF784C809FB22_0__FE20A4922891B9D6B50DD46188FA58A6D7C3E208, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=4410 bytes, Retrieved=true, Duration=34.260998ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_342, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_341, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084676ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_343, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_341, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=34.140400ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_350, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C3D4571D4B8DA8CB2CA0D0B68175AE1F_0__28B0732848B9E22D7A81C4B065D794164646AA7F, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=16.252956ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_351, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_350, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.145830ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_352, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_350, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=16.046398ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_353, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C3D4571D4B8DA8CB2CA0D0B68175AE1F_0__4F1268889C16C4FD15CA541118DCC1007B44A7C2, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=41.172298ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_354, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_353, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.142839ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_355, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_353, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=40.979427ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_361, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_011B803341D03C40744E3DB0998B0CC7_0__D06C0229081CEB43B04B7E814522137186F83ECC, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=18.204763ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_362, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_361, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.095367ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_363, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_361, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=18.070053ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_344, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8FD170D64EBD8390DFFFF784C809FB22_0__0D7E8E33BF9E123412DB374ADBB293F3B009807C, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=524547 bytes, Retrieved=true, Duration=31.309765ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_345, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_344, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.102211ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_346, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_344, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=30.818392ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_364, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6FA918F346106659DA7ED2A1388F2F8F_0__9520E196E4A3A5BEC7DFDF142D2369D3B6B0BAC7, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=3829 bytes, Retrieved=true, Duration=51.993629ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_365, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_364, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.092801ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_366, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_364, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=51.866619ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_356, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_222C5BD94AE59BD66F5DE195BFC351F4_0__71B860546B40F2866CB2E970B2A9440D9CA7F33E, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=3829 bytes, Retrieved=true, Duration=33.285950ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_357, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_356, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091944ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_358, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_356, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=33.160221ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_347, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8FD170D64EBD8390DFFFF784C809FB22_0__DAA8A650369A69C72B1898DC8D43B4235A9C4E21, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=131330 bytes, Retrieved=true, Duration=47.946751ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_348, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_347, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097930ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_349, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_347, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=47.723946ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_359, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_222C5BD94AE59BD66F5DE195BFC351F4_0__E776D3070B51315DCA3A93397F5B79A8292CA7FE, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=21.052505ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_360, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_359, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.125304ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_361, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_359, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.876310ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_367, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6FA918F346106659DA7ED2A1388F2F8F_0__FBE09E6A01FBDD2B15C02785DA36BB12D814B982, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=28.910200ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_368, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_367, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094939ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_369, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_367, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=28.758389ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_350, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8FD170D64EBD8390DFFFF784C809FB22_0__FF10FF5F7675B376D106E6C632374828B606FAB3, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=8.504737ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_351, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_350, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.092801ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_352, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_350, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=8.351207ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_362, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_222C5BD94AE59BD66F5DE195BFC351F4_0__AB30184B3F09627A9352F151543E9E7EDFA3BD38, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=21.489140ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_363, CachedDataProbablyExists, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_362, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091948ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_364, GetCachedData, Parent=DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_362, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=21.359991ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_353, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8FD170D64EBD8390DFFFF784C809FB22_0__E6E7F393A26CFFB9E311653D85E09F26B9FDADBE, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.434924ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_354, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_353, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084247ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_355, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_353, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.315182ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_356, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E13764F94503C42882C979873E7738CF_0__49FBA50DEB5681DCCAEF5A22A76F70BE91D8CB19, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=4702 bytes, Retrieved=true, Duration=11.344351ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_357, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_356, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073984ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_358, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_356, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=11.233590ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_370, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_6FA918F346106659DA7ED2A1388F2F8F_0__0C3EDC0211E094F7CDD11959EE954C352B0C638D, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=19.459497ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_371, CachedDataProbablyExists, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_370, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079971ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId9F4833C04F4898CF2098EB91519CD426_372, GetCachedData, Parent=DDCTransactionId9F4833C04F4898CF2098EB91519CD426_370, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=19.336332ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_359, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_E13764F94503C42882C979873E7738CF_0__88BC6C9CAE9E6B7D14A9F60B8BA6A18BF785B467, StartTime=2015.09.21-12.45.33, HierarchicalDDC, DataSize=2097412 bytes, Retrieved=true, Duration=373.463013ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_360, CachedDataProbablyExists, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_359, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127014ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId603DD1A441E7FFCA451C929978FA7464_361, GetCachedData, Parent=DDCTransactionId603DD1A441E7FFCA451C929978FA7464_359, StartTime=2015.09.21-12.45.33, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=371.850769ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
